group	rep	protein	locus	name	log2intensity	fraction
Geo_1	Geo_1_1	AKU25843.1	IB49_04515	flagellar motor protein MotA	20.303045250132744	1.8738744126863978e-4
Geo_1	Geo_1_1	AKU25846.1	IB49_04530	transposase	14.043028227649888	2.445049095110794e-6
Geo_1	Geo_1_1	AKU25851.1	IB49_04570	cystathionine gamma-synthase	21.76877304011385	5.175693040332734e-4
Geo_1	Geo_1_1	AKU25852.1	IB49_04575	cysteine synthase	19.49495940985882	1.0702430199048265e-4
Geo_1	Geo_1_1	AKU25853.1	IB49_04580	5'-methylthioadenosine nucleosidase	17.542556308672058	2.7653525522534812e-5
Geo_1	Geo_1_1	AKU25856.1	IB49_04595	hypothetical protein	19.99634720473049	1.5150088499182976e-4
Geo_1	Geo_1_1	AKU25858.1	IB49_04605	transcription elongation factor GreA	24.61588508044384	0.0037242140695160886
Geo_1	Geo_1_1	AKU25859.1	IB49_04610	uridine kinase	20.488002947286773	2.1301897755045642e-4
Geo_1	Geo_1_1	AKU25860.1	IB49_04615	protease	21.724761643809355	5.020185452554012e-4
Geo_1	Geo_1_1	AKU25861.1	IB49_04620	SAM-dependent methyltransferase	20.998480409961008	3.034501274283199e-4
Geo_1	Geo_1_1	AKU25864.1	IB49_04635	Holliday junction resolvase	20.4911535636266	2.1348468542267763e-4
Geo_1	Geo_1_1	AKU25865.1	IB49_04640	hypothetical protein	21.107011313352015	3.2715863052286854e-4
Geo_1	Geo_1_1	AKU25866.1	IB49_04645	alanine--tRNA ligase	22.4512429930064	8.306392297307108e-4
Geo_1	Geo_1_1	AKU25869.1	IB49_04675	hypothetical protein	21.36644402084562	3.916114744360228e-4
Geo_1	Geo_1_1	AKU25870.1	IB49_04680	thiouridylase	21.555700301496206	4.4650592449894765e-4
Geo_1	Geo_1_1	AKU25872.1	IB49_04690	Rrf2 family transcriptional regulator	23.220126292228862	0.0014153680067569665
Geo_1	Geo_1_1	AKU25874.1	IB49_04700	recombinase RarA	15.679087312763311	7.599594910342566e-6
Geo_1	Geo_1_1	AKU25878.1	IB49_04720	hypothetical protein	21.051555775866078	3.148216576957601e-4
Geo_1	Geo_1_1	AKU25879.1	IB49_04725	aspartate--tRNA ligase	22.7403878541475	0.001014971189097973
Geo_1	Geo_1_1	AKU25880.1	IB49_04730	histidyl-tRNA synthetase	21.559692316879183	4.4774314152987973e-4
Geo_1	Geo_1_1	AKU25881.1	IB49_04735	NADH dehydrogenase	21.89094793129791	5.633091663563407e-4
Geo_1	Geo_1_1	AKU25882.1	IB49_04740	alkyl hydroperoxide reductase	24.31227626852284	0.0030174444047502648
Geo_1	Geo_1_1	AKU25883.1	IB49_04750	D-tyrosyl-tRNA(Tyr) deacylase	20.9969278295891	3.031237401588878e-4
Geo_1	Geo_1_1	AKU25884.1	IB49_04755	(p)ppGpp synthetase	20.191384263091045	1.7343117825402348e-4
Geo_1	Geo_1_1	AKU25885.1	IB49_04760	adenine phosphoribosyltransferase	23.820498479974233	0.002145850252498968
Geo_1	Geo_1_1	AKU25887.1	IB49_04775	preprotein translocase subunit SecD	17.641718209304326	2.9621102126753966e-5
Geo_1	Geo_1_1	AKU25888.1	IB49_04780	hypothetical protein	19.63390088758378	1.1784413053804399e-4
Geo_1	Geo_1_1	AKU25891.1	IB49_04795	preprotein translocase subunit YajC	19.19117198234263	8.670283057762538e-5
Geo_1	Geo_1_1	AKU25892.1	IB49_04800	queuine tRNA-ribosyltransferase	21.115997516222155	3.292027831617905e-4
Geo_1	Geo_1_1	AKU25893.1	IB49_04805	S-adenosylmethionine tRNA ribosyltransferase	21.03143906976556	3.1046229919265677e-4
Geo_1	Geo_1_1	AKU25895.1	IB49_04820	ATP-dependent DNA helicase RuvA	21.227054332227198	3.5554529100340765e-4
Geo_1	Geo_1_1	AKU25897.1	IB49_04830	transcriptional regulator	21.46098389513153	4.181332906965673e-4
Geo_1	Geo_1_1	AKU25899.1	IB49_04840	NAD synthetase	24.19936772567782	0.0027902969152589115
Geo_1	Geo_1_1	AKU25901.1	IB49_04850	peptigoglycan-binding protein LysM	18.130821252867047	4.1575348715435475e-5
Geo_1	Geo_1_1	AKU25902.1	IB49_04855	quinolinate synthetase	21.10284683482995	3.2621561725420595e-4
Geo_1	Geo_1_1	AKU25903.1	IB49_04860	nicotinate-nucleotide pyrophosphorylase	21.24847358016705	3.6086334223621615e-4
Geo_1	Geo_1_1	AKU25904.1	IB49_04865	L-aspartate oxidase	20.925675448905427	2.8851662753588784e-4
Geo_1	Geo_1_1	AKU25905.1	IB49_04870	cysteine desulfurase	21.234563085366375	3.5740061127052656e-4
Geo_1	Geo_1_1	AKU25906.1	IB49_04875	transcriptional regulator	22.443972640528802	8.264638158715646e-4
Geo_1	Geo_1_1	AKU25907.1	IB49_04880	prephenate dehydratase	21.299468897581857	3.7384698915249017e-4
Geo_1	Geo_1_1	AKU25908.1	IB49_04885	hypothetical protein	19.526683090526852	1.0940374372158217e-4
Geo_1	Geo_1_1	AKU25909.1	IB49_04890	GTPase ObgE	21.983571322943515	6.006607270892944e-4
Geo_1	Geo_1_1	AKU25911.1	IB49_04900	50S ribosomal protein L27	22.715899057153155	9.978881195380153e-4
Geo_1	Geo_1_1	AKU25912.1	IB49_04905	hypothetical protein	20.97222267429483	2.979771473347635e-4
Geo_1	Geo_1_1	AKU25913.1	IB49_04910	50S ribosomal protein L21	25.73666199070819	0.008098826680343854
Geo_1	Geo_1_1	AKU25916.1	IB49_04925	cell division inhibitor MinD	21.736447245479404	5.061013287065189e-4
Geo_1	Geo_1_1	AKU25917.1	IB49_04930	septum formation inhibitor	20.38967607317931	1.9898436676340782e-4
Geo_1	Geo_1_1	AKU25919.1	IB49_04940	rod shape-determining protein MreC	18.75652298320072	6.414914757133234e-5
Geo_1	Geo_1_1	AKU25920.1	IB49_04945	rod shape-determining protein MreB	22.722869803400158	0.0010027213356109761
Geo_1	Geo_1_1	AKU25921.1	IB49_04950	hypothetical protein	23.218018943047266	0.001413302083477679
Geo_1	Geo_1_1	AKU25922.1	IB49_04955	septum formation protein Maf	20.560574748051827	2.2400854474489076e-4
Geo_1	Geo_1_1	AKU25926.1	IB49_04975	fimbrial protein	18.32879700295145	4.769057291996688e-5
Geo_1	Geo_1_1	AKU25927.1	IB49_04980	pilus assembly protein PilM	19.44881711125731	1.0365546115329532e-4
Geo_1	Geo_1_1	AKU25928.1	IB49_04990	type II secretory pathway pseudopilin PulG	18.87675893549523	6.972451755630939e-5
Geo_1	Geo_1_1	AKU25929.1	IB49_05000	type II secretion system protein F	18.378356061628544	4.935728961086027e-5
Geo_1	Geo_1_1	AKU25930.1	IB49_05005	twitching motility protein PilT	21.278647525224002	3.68490274165753e-4
Geo_1	Geo_1_1	AKU25931.1	IB49_05010	type II secretion system protein E	18.534906310845205	5.501455746052154e-5
Geo_1	Geo_1_1	AKU25932.1	IB49_05015	hypothetical protein	16.49604941856489	1.338814916340174e-5
Geo_1	Geo_1_1	AKU25933.1	IB49_05020	photosystem reaction center subunit H	22.733449826277926	0.0010101018350061888
Geo_1	Geo_1_1	AKU25934.1	IB49_05025	hypothetical protein	17.866838806780244	3.462336435145818e-5
Geo_1	Geo_1_1	AKU25936.1	IB49_05035	hypothetical protein	19.098942433341488	8.133349134204465e-5
Geo_1	Geo_1_1	AKU25939.1	IB49_05060	hypothetical protein	18.78955600652201	6.563489889884158e-5
Geo_1	Geo_1_1	AKU25940.1	IB49_05070	valine--tRNA ligase	21.043931136210393	3.1316221496598926e-4
Geo_1	Geo_1_1	AKU25944.1	IB49_05090	glutamate-1-semialdehyde aminotransferase	23.187253871886742	0.0013834828820671779
Geo_1	Geo_1_1	AKU25945.1	IB49_05095	delta-aminolevulinic acid dehydratase	20.296930542608976	1.865949005199154e-4
Geo_1	Geo_1_1	AKU25946.1	IB49_05100	uroporphyrinogen-III synthase	20.634772804802413	2.3583074632671286e-4
Geo_1	Geo_1_1	AKU25947.1	IB49_05105	porphobilinogen deaminase	21.4627574373785	4.1864762882183403e-4
Geo_1	Geo_1_1	AKU25949.1	IB49_05115	glutamyl-tRNA reductase	19.9493100459928	1.4664105419443234e-4
Geo_1	Geo_1_1	AKU25951.1	IB49_05125	GTP-binding protein	20.87604726325167	2.787605255173556e-4
Geo_1	Geo_1_1	AKU25952.1	IB49_05130	peptidase	19.65020242541398	1.1918324570829057e-4
Geo_1	Geo_1_1	AKU25954.1	IB49_05140	ATP-dependent protease	23.67783013706284	0.001943801714857952
Geo_1	Geo_1_1	AKU25955.1	IB49_05145	trigger factor	23.53278379868513	0.0017578777222488355
Geo_1	Geo_1_1	AKU25956.1	IB49_05150	hypothetical protein	22.631350593698304	9.410879845135569e-4
Geo_1	Geo_1_1	AKU25957.1	IB49_05155	isopropylmalate isomerase	20.644319417549674	2.3739646197910543e-4
Geo_1	Geo_1_1	AKU25958.1	IB49_05160	isopropylmalate isomerase	23.51953823004136	0.0017418122831686345
Geo_1	Geo_1_1	AKU25959.1	IB49_05165	3-isopropylmalate dehydrogenase	23.454212042868285	0.0016647008719288209
Geo_1	Geo_1_1	AKU25960.1	IB49_05170	2-isopropylmalate synthase	23.69120342452852	0.0019619038597736404
Geo_1	Geo_1_1	AKU25961.1	IB49_05175	ketol-acid reductoisomerase	22.36648548103619	7.832454574676957e-4
Geo_1	Geo_1_1	AKU25962.1	IB49_05180	acetolactate synthase	24.12680923381774	0.002653433063829403
Geo_1	Geo_1_1	AKU25963.1	IB49_05185	acetolactate synthase catalytic subunit	23.066119025574782	0.001272062844894459
Geo_1	Geo_1_1	AKU25964.1	IB49_05190	branched-chain amino acid aminotransferase	22.083602077172962	6.437859508544419e-4
Geo_1	Geo_1_1	AKU25965.1	IB49_05195	metallophosphatase	22.918404882938734	0.0011482651390185173
Geo_1	Geo_1_1	AKU25966.1	IB49_05200	nucleoside-triphosphate diphosphatase	23.269319151722694	0.0014644613044732882
Geo_1	Geo_1_1	AKU25967.1	IB49_05205	ribonuclease PH	20.679607714911306	2.432747742346577e-4
Geo_1	Geo_1_1	AKU25968.1	IB49_05210	sporulation protein	19.16502037430835	8.514533482086152e-5
Geo_1	Geo_1_1	AKU25969.1	IB49_05215	glutamate racemase	20.140137122982605	1.6737872227403874e-4
Geo_1	Geo_1_1	AKU25970.1	IB49_05220	MarR family transcriptional regulator	17.914238208077222	3.577979990925728e-5
Geo_1	Geo_1_1	AKU25972.1	IB49_05230	succinate dehydrogenase	20.13914395660732	1.672635366607324e-4
Geo_1	Geo_1_1	AKU25973.1	IB49_05235	succinate dehydrogenase	21.572260952531995	4.5166088216858617e-4
Geo_1	Geo_1_1	AKU25974.1	IB49_05240	succinate dehydrogenase	21.335048838173037	3.8318148544859855e-4
Geo_1	Geo_1_1	AKU25975.1	IB49_05245	hypothetical protein	20.49702769490647	2.1435568968448078e-4
Geo_1	Geo_1_1	AKU25976.1	IB49_05250	excinuclease ABC subunit C	20.30828322931539	1.8806902363049152e-4
Geo_1	Geo_1_1	AKU25978.1	IB49_05260	iron permease	19.709683846872714	1.2419980111798496e-4
Geo_1	Geo_1_1	AKU25979.1	IB49_05265	hypothetical protein	19.528421043114875	1.0953561711546886e-4
Geo_1	Geo_1_1	AKU25980.1	IB49_05270	glycosyl transferase family 2	15.245879974359074	5.628362230502388e-6
Geo_1	Geo_1_1	AKU25982.1	IB49_05285	UDP-glucose 4-epimerase	20.07702691323351	1.602146340261143e-4
Geo_1	Geo_1_1	AKU25983.1	IB49_05295	hypothetical protein	22.11014102206303	6.557382441372202e-4
Geo_1	Geo_1_1	AKU25984.1	IB49_05300	thioredoxin	22.078504555721775	6.41515254877322e-4
Geo_1	Geo_1_1	AKU25985.1	IB49_05305	electron transfer flavoprotein subunit alpha	22.899086744222632	0.001132991993268476
Geo_1	Geo_1_1	AKU25986.1	IB49_05310	electron transfer flavoprotein subunit beta	22.023877726556833	6.176787690670243e-4
Geo_1	Geo_1_1	AKU25987.1	IB49_05315	enoyl-CoA hydratase	21.30348865350801	3.748900849760748e-4
Geo_1	Geo_1_1	AKU25988.1	IB49_05320	TetR family transcriptional regulator	20.640065454294984	2.3669750039096118e-4
Geo_1	Geo_1_1	AKU25989.1	IB49_05325	long-chain fatty acid--CoA ligase	15.99433432209956	9.45560342025939e-6
Geo_1	Geo_1_1	AKU25991.1	IB49_05340	recombination and DNA strand exchange inhibitor protein	19.079315487647552	8.023449360892108e-5
Geo_1	Geo_1_1	AKU25992.1	IB49_05345	hypothetical protein	20.587435240600445	2.2821826461761753e-4
Geo_1	Geo_1_1	AKU25994.1	IB49_05355	cell division protein ZapA	22.64552067779732	9.503768499870098e-4
Geo_1	Geo_1_1	AKU25995.1	IB49_05360	ribonuclease HIII	20.75444313440917	2.562269365547693e-4
Geo_1	Geo_1_1	AKU25996.1	IB49_05365	NonF	23.154179112513734	0.001352126409015483
Geo_1	Geo_1_1	AKU25998.1	IB49_05375	hypothetical protein	21.060374587554755	3.1675197263156165e-4
Geo_1	Geo_1_1	AKU26005.1	IB49_05410	hypothetical protein	20.12369752697008	1.6548225743947092e-4
Geo_1	Geo_1_1	AKU26006.1	IB49_05415	phenylalanyl-tRNA synthase subunit beta	21.4076884324251	4.029686064349147e-4
Geo_1	Geo_1_1	AKU26007.1	IB49_05420	phenylalanine--tRNA ligase	21.8818751969542	5.597777769733632e-4
Geo_1	Geo_1_1	AKU26008.1	IB49_05425	hypothetical protein	19.715879653877145	1.247343373381969e-4
Geo_1	Geo_1_1	AKU26009.1	IB49_05430	RNA methyltransferase	20.89933455824889	2.832966564560981e-4
Geo_1	Geo_1_1	AKU26010.1	IB49_05435	methionine sulfoxide reductase A	21.308316623123037	3.761467537627831e-4
Geo_1	Geo_1_1	AKU26011.1	IB49_05440	nucleotidyltransferase	22.42303357617328	8.145552696824783e-4
Geo_1	Geo_1_1	AKU26013.1	IB49_05450	peptidase M28	20.647534352984326	2.3792607169589075e-4
Geo_1	Geo_1_1	AKU26014.1	IB49_05455	hypothetical protein	21.076100129193584	3.2022349111563255e-4
Geo_1	Geo_1_1	AKU26016.1	IB49_05465	50S ribosomal protein L20	23.801839674529127	0.002118276028086979
Geo_1	Geo_1_1	AKU26017.1	IB49_05470	50S ribosomal protein L35	20.912202911666405	2.858348703070232e-4
Geo_1	Geo_1_1	AKU26018.1	IB49_05475	translation initiation factor IF-3	21.963093557843656	5.921951086448384e-4
Geo_1	Geo_1_1	AKU26019.1	IB49_05480	threonyl-tRNA synthase	22.09051577506073	6.468785126381515e-4
Geo_1	Geo_1_1	AKU26020.1	IB49_05485	sporulation protein	19.17404751196435	8.567977095255667e-5
Geo_1	Geo_1_1	AKU26021.1	IB49_05495	primosomal protein DnaI	20.003243567929587	1.522268223992154e-4
Geo_1	Geo_1_1	AKU26022.1	IB49_05505	transcriptional regulator NrdR	22.79357745957674	0.0010530897392751252
Geo_1	Geo_1_1	AKU26023.1	IB49_05510	hypothetical protein	19.738229105601356	1.2668169905993376e-4
Geo_1	Geo_1_1	AKU26024.1	IB49_05515	S-adenosylmethionine decarboxylase	20.941867988348474	2.917731252027874e-4
Geo_1	Geo_1_1	AKU26025.1	IB49_05520	glyceraldehyde-3-phosphate dehydrogenase	21.52499267043568	4.3710251736345587e-4
Geo_1	Geo_1_1	AKU26026.1	IB49_05525	dephospho-CoA kinase	21.86576777444463	5.535627214642991e-4
Geo_1	Geo_1_1	AKU26027.1	IB49_05530	5-hydroxymethyluracil DNA glycosylase	22.15026143108459	6.742298251290712e-4
Geo_1	Geo_1_1	AKU26028.1	IB49_05535	DNA polymerase I	20.82026025807613	2.681869941087178e-4
Geo_1	Geo_1_1	AKU26029.1	IB49_05540	alkaline phosphatase	19.654617340160268	1.1954852720307705e-4
Geo_1	Geo_1_1	AKU26030.1	IB49_05545	chemotaxis protein CheY	19.878026474405626	1.3957160762056197e-4
Geo_1	Geo_1_1	AKU26031.1	IB49_05555	malate dehydrogenase	21.666201299036207	4.8204917124429546e-4
Geo_1	Geo_1_1	AKU26032.1	IB49_05565	citrate synthase	22.486596860161708	8.512458599994406e-4
Geo_1	Geo_1_1	AKU26035.1	IB49_05580	pyruvate kinase	22.472194485730682	8.427901787864894e-4
Geo_1	Geo_1_1	AKU26036.1	IB49_05585	6-phosphofructokinase	20.73800918619387	2.5332477922939924e-4
Geo_1	Geo_1_1	AKU26037.1	IB49_05590	acetyl-CoA carboxylase subunit alpha	22.164690699171498	6.810070415562219e-4
Geo_1	Geo_1_1	AKU26038.1	IB49_05595	acetyl-CoA carboxyl transferase	22.122845524986722	6.615382345207256e-4
Geo_1	Geo_1_1	AKU26040.1	IB49_05605	DNA polymerase III DnaE	17.559759539932664	2.7985250301128583e-5
Geo_1	Geo_1_1	AKU26043.1	IB49_05620	oligoribonuclease	22.11751608541523	6.590989635937726e-4
Geo_1	Geo_1_1	AKU26045.1	IB49_05630	hypothetical protein	19.910130250923455	1.4271225896055103e-4
Geo_1	Geo_1_1	AKU26046.1	IB49_05635	metal-dependent hydrolase	20.235322102401437	1.78794346481371e-4
Geo_1	Geo_1_1	AKU26047.1	IB49_05640	metallopeptidase	20.097081039887463	1.6245724188570352e-4
Geo_1	Geo_1_1	AKU26049.1	IB49_05650	3-ketoacyl-ACP reductase	22.210051805721694	7.027593884130944e-4
Geo_1	Geo_1_1	AKU26050.1	IB49_05660	universal stress protein UspA	21.287977521727864	3.708810454616362e-4
Geo_1	Geo_1_1	AKU26051.1	IB49_05665	argininosuccinate lyase	22.384502524442787	7.930883224586744e-4
Geo_1	Geo_1_1	AKU26052.1	IB49_05670	argininosuccinate synthase	22.628969953812046	9.395363439572954e-4
Geo_1	Geo_1_1	AKU26053.1	IB49_05675	transposase	14.043028227649888	2.445049095110794e-6
Geo_1	Geo_1_1	AKU26055.1	IB49_05690	HNH endonuclease	19.333356216970934	9.568304672532832e-5
Geo_1	Geo_1_1	AKU26056.1	IB49_05695	molybdenum cofactor biosynthesis protein B	17.584247118339544	2.8464312007820158e-5
Geo_1	Geo_1_1	AKU26057.1	IB49_05700	LuxR family transcriptional regulator	17.370924597390154	2.4551849523434867e-5
Geo_1	Geo_1_1	AKU26058.1	IB49_05710	ribonucleotide-diphosphate reductase subunit beta	16.15902694868872	1.0599043382183204e-5
Geo_1	Geo_1_1	AKU26062.1	IB49_05740	acetyl-CoA acetyltransferase	18.831769906863816	6.758377881539667e-5
Geo_1	Geo_1_1	AKU26067.1	IB49_05765	AMP-dependent synthetase	19.496916546380632	1.0716958793399454e-4
Geo_1	Geo_1_1	AKU26071.1	IB49_05785	acetate kinase	22.22460354303838	7.098836369085354e-4
Geo_1	Geo_1_1	AKU26072.1	IB49_05790	hypothetical protein	20.746144090915408	2.5475723296759795e-4
Geo_1	Geo_1_1	AKU26073.1	IB49_05795	peroxidase	23.55982294154422	0.0017911347319107462
Geo_1	Geo_1_1	AKU26078.1	IB49_05820	inorganic polyphosphate kinase	23.741791922155876	0.0020319189321136065
Geo_1	Geo_1_1	AKU26079.1	IB49_05825	hypothetical protein	17.63401742210184	2.946341246240705e-5
Geo_1	Geo_1_1	AKU26080.1	IB49_05830	spore protein	18.782054353151807	6.529449960352244e-5
Geo_1	Geo_1_1	AKU26081.1	IB49_05840	cysteine desulfurase	21.261128375875263	3.640426274892021e-4
Geo_1	Geo_1_1	AKU26082.1	IB49_05845	septation ring formation regulator EzrA	20.01126980967654	1.530760762195429e-4
Geo_1	Geo_1_1	AKU26083.1	IB49_05850	histidinol phosphatase	21.979456762513422	5.989500856522342e-4
Geo_1	Geo_1_1	AKU26084.1	IB49_05855	histidine kinase	22.10820004011312	6.548566161729932e-4
Geo_1	Geo_1_1	AKU26085.1	IB49_05865	30S ribosomal protein S4	22.60685876750763	9.252465069606377e-4
Geo_1	Geo_1_1	AKU26086.1	IB49_05870	tyrosine--tRNA ligase	21.261126015310836	3.6404203183637953e-4
Geo_1	Geo_1_1	AKU26087.1	IB49_05890	acetoin dehydrogenase	18.938894570517096	7.279309883465229e-5
Geo_1	Geo_1_1	AKU26088.1	IB49_05895	acetoin utilization protein AcuB	17.782887879711634	3.266611741523108e-5
Geo_1	Geo_1_1	AKU26089.1	IB49_05900	histone deacetylase	20.629014334816596	2.3489131173817283e-4
Geo_1	Geo_1_1	AKU26090.1	IB49_05910	catabolite control protein A	22.629832816305182	9.400984399864441e-4
Geo_1	Geo_1_1	AKU26091.1	IB49_05915	chorismate mutase	23.201994343656214	0.001397690824392597
Geo_1	Geo_1_1	AKU26092.1	IB49_05920	thioredoxin	23.642613214447135	0.0018969269682986797
Geo_1	Geo_1_1	AKU26093.1	IB49_05925	hypothetical protein	22.980538414786743	0.0011987986268021753
Geo_1	Geo_1_1	AKU26094.1	IB49_05930	hypothetical protein	20.205523752062007	1.751392900522917e-4
Geo_1	Geo_1_1	AKU26095.1	IB49_05935	UDP-N-acetylmuramate--alanine ligase	22.780823252057438	0.001043820885388804
Geo_1	Geo_1_1	AKU26096.1	IB49_05940	cell division protein FtsK	18.78275979385626	6.532643473863113e-5
Geo_1	Geo_1_1	AKU26097.1	IB49_05945	tRNA-binding protein	23.52491838241395	0.0017483200417088536
Geo_1	Geo_1_1	AKU26098.1	IB49_05950	hypothetical protein	17.050610999993708	1.9663472395456206e-5
Geo_1	Geo_1_1	AKU26099.1	IB49_05955	NTPase	19.944530124006093	1.4615600856870473e-4
Geo_1	Geo_1_1	AKU26100.1	IB49_05965	peptidase M4	15.419728964582141	6.349153118242796e-6
Geo_1	Geo_1_1	AKU26101.1	IB49_05970	hypothetical protein	21.809697229511507	5.324611427224832e-4
Geo_1	Geo_1_1	AKU26102.1	IB49_05980	tRNA (guanine-N7)-methyltransferase	21.527796902901954	4.379529598120515e-4
Geo_1	Geo_1_1	AKU26104.1	IB49_05990	phosphotransferase	17.73527959718588	3.1605742514890827e-5
Geo_1	Geo_1_1	AKU26106.1	IB49_06000	hypothetical protein	23.12868992377773	0.0013284471606512208
Geo_1	Geo_1_1	AKU26107.1	IB49_06005	2'-5' RNA ligase	21.574597819780287	4.523930721167951e-4
Geo_1	Geo_1_1	AKU26109.1	IB49_06015	dipeptidase PepV	20.123045773536944	1.654075158842658e-4
Geo_1	Geo_1_1	AKU26111.1	IB49_06025	pseudouridine synthase	18.77720143159376	6.507523168307356e-5
Geo_1	Geo_1_1	AKU26113.1	IB49_06045	hypothetical protein	20.79493523691539	2.6352032754795805e-4
Geo_1	Geo_1_1	AKU26114.1	IB49_06055	Sporulation protein cse60	19.524140898707078	1.0921113170433934e-4
Geo_1	Geo_1_1	AKU26116.1	IB49_06075	sulfurtransferase	21.07021120448495	3.1891903768042e-4
Geo_1	Geo_1_1	AKU26117.1	IB49_06080	leucyl-tRNA synthetase	20.843454060995104	2.7253340548220325e-4
Geo_1	Geo_1_1	AKU26123.1	IB49_06110	hypothetical protein	18.99780326665707	7.582693337615921e-5
Geo_1	Geo_1_1	AKU26125.1	IB49_06120	S-adenosylmethionine synthetase	25.522888438420328	0.006983447191651169
Geo_1	Geo_1_1	AKU26126.1	IB49_06130	phosphoenolpyruvate carboxykinase	20.415687284701505	2.0260451170419158e-4
Geo_1	Geo_1_1	AKU26128.1	IB49_06140	hypothetical protein	22.175774049898543	6.862589532902236e-4
Geo_1	Geo_1_1	AKU26133.1	IB49_06165	7,8-dihydro-8-oxoguanine-triphosphatase	21.14459602003316	3.357936704739459e-4
Geo_1	Geo_1_1	AKU26136.1	IB49_06180	general stress protein	19.908908421468503	1.4259144602377604e-4
Geo_1	Geo_1_1	AKU26137.1	IB49_06190	S-ribosylhomocysteinase	21.59589956154485	4.591223226693343e-4
Geo_1	Geo_1_1	AKU26140.1	IB49_06205	adhesin	21.463463157046725	4.188524677731615e-4
Geo_1	Geo_1_1	AKU26144.1	IB49_06240	O-succinylbenzoic acid--CoA ligase	18.77182585406116	6.483320822588665e-5
Geo_1	Geo_1_1	AKU26145.1	IB49_06250	dihydroxynaphthoic acid synthetase	22.366725303846696	7.833756691444776e-4
Geo_1	Geo_1_1	AKU26146.1	IB49_06255	esterase	20.564415376867537	2.2460567707052918e-4
Geo_1	Geo_1_1	AKU26147.1	IB49_06270	1,4-dihydroxy-2-naphthoate octaprenyltransferase	18.48063832856544	5.2983584141683094e-5
Geo_1	Geo_1_1	AKU26149.1	IB49_06285	hypothetical protein	20.48581147880284	2.126956451853186e-4
Geo_1	Geo_1_1	AKU26150.1	IB49_06295	maltodextrin phosphorylase	21.185712178583312	3.455013134337731e-4
Geo_1	Geo_1_1	AKU26151.1	IB49_06300	glycogen synthase	22.28171430979747	7.38548838555413e-4
Geo_1	Geo_1_1	AKU26152.1	IB49_06305	glycogen biosynthesis protein glgD	19.71732319897694	1.248592076325108e-4
Geo_1	Geo_1_1	AKU26153.1	IB49_06310	glucose-1-phosphate adenylyltransferase	20.145521398256165	1.6800456272590342e-4
Geo_1	Geo_1_1	AKU26160.1	IB49_06360	transposase	14.043028227649888	2.445049095110794e-6
Geo_1	Geo_1_1	AKU26161.1	IB49_06365	transposase	19.59629595160372	1.1481212172821847e-4
Geo_1	Geo_1_1	AKU26162.1	IB49_06375	GNAT family acetyltransferase	22.477804446824255	8.460737726344484e-4
Geo_1	Geo_1_1	AKU26164.1	IB49_06390	hypothetical protein	19.550462362714207	1.1122193787024929e-4
Geo_1	Geo_1_1	AKU26165.1	IB49_06400	acetyltransferase	19.462392751887307	1.0463545403676377e-4
Geo_1	Geo_1_1	AKU26167.1	IB49_06415	transposase	15.22483173544017	5.546843193256574e-6
Geo_1	Geo_1_1	AKU26168.1	IB49_06425	transcriptional regulator	22.570889176422497	9.024632556113451e-4
Geo_1	Geo_1_1	AKU26170.1	IB49_06445	transposase	19.59629595160372	1.1481212172821847e-4
Geo_1	Geo_1_1	AKU26174.1	IB49_06555	MgtC/SapB transporter	26.82018652817058	0.017163090469201052
Geo_1	Geo_1_1	AKU26177.1	IB49_06575	phosphinothricin acetyltransferase	19.93172254694702	1.4486424567097797e-4
Geo_1	Geo_1_1	AKU26180.1	IB49_06600	ion transporter	20.33514511294054	1.916035284961746e-4
Geo_1	Geo_1_1	AKU26182.1	IB49_06610	glucose-6-phosphate isomerase	23.1241047684367	0.0013242318086324944
Geo_1	Geo_1_1	AKU26183.1	IB49_06615	butanol dehydrogenase	23.883660968211895	0.002241884400840633
Geo_1	Geo_1_1	AKU26186.1	IB49_06630	transposase	19.059134937644416	7.91199793205055e-5
Geo_1	Geo_1_1	AKU26187.1	IB49_06635	aromatic amino acid aminotransferase	20.097812483867866	1.6253962831961084e-4
Geo_1	Geo_1_1	AKU26188.1	IB49_06640	AsnC family transcriptional regulator	21.495783836426508	4.2834191357405825e-4
Geo_1	Geo_1_1	AKU26189.1	IB49_06645	hypothetical protein	21.594571867405918	4.586999925205789e-4
Geo_1	Geo_1_1	AKU26190.1	IB49_06650	cystathionine beta-lyase	18.800696568041005	6.61436967441611e-5
Geo_1	Geo_1_1	AKU26193.1	IB49_06665	sporulation inhibitor KapD	23.713864234080063	0.0019929633168348834
Geo_1	Geo_1_1	AKU26194.1	IB49_06670	cation:proton antiporter	22.38096626957497	7.911467284464832e-4
Geo_1	Geo_1_1	AKU26196.1	IB49_06680	monovalent cation/H+ antiporter subunit E	16.953109629882942	1.8378470935010358e-5
Geo_1	Geo_1_1	AKU26201.1	IB49_06720	ATPase AAA	18.992173015383788	7.553158841263973e-5
Geo_1	Geo_1_1	AKU26203.1	IB49_06735	integrase	14.846885400647965	4.2684746370471815e-6
Geo_1	Geo_1_1	AKU26207.1	IB49_06760	hypothetical protein	19.897065487566394	1.4142571885094934e-4
Geo_1	Geo_1_1	AKU26210.1	IB49_06780	transposase	19.59629595160372	1.1481212172821847e-4
Geo_1	Geo_1_1	AKU26216.1	IB49_06825	hypothetical protein	21.672759983728135	4.8424562016856023e-4
